Africa	n. 非洲
marketable	adj. 可出售的;买卖的
marksman	n. 二等射手;射手
marmalade	n. 橘子酱
marquee	n. 大帐篷;挑出遮篷
marquis	n. 侯爵;世袭贵族
marriage	n. 结婚;结婚仪式
marrow	n. 精华;髓
marry	v. 娶;结婚\nbe married to和...结婚
marsh	n. 沼泽
marshal	n. 司仪;元帅\nv. 排列;引领
mart	n. 集市;买卖\nv. 经营
marten	n. 貂;貂毛皮
martial	adj. 好战的;军事的
martyr	n. 烈士;殉教者\nv. 处死;折磨
martyrdom	n. 殉难;折磨
marvel	n. 惊异\nv. 感到惊讶
marvellous	adj. 绝妙的;奇迹般的
mascot	n. 吉祥物
masculine	adj. 男性的\nn. 男性;阳性
mash	n. 糊状物;迷恋\nv. 压碎;挑逗
mask	n. 面具;罩\nv. 伪装;掩饰
mason	n. 石匠\nv. 在...上砌砖石
masonry	n. 石工;石工技艺
masquerade	n. 化装服饰;伪装\nv. 假冒
mass	n. 弥撒;弥撒曲;团\nv. 集中;聚集
massacre	n. 大屠杀;破坏\nv. 彻底击败;破坏
massage	n. 按摩;性交\nv. 奉承;修改
masseur	n. 男按摩师
masseuse	n. 女按摩师
massive	adj. 粗大的;粗而重的
mast	n. 船桅;杆\nv. 在...上装桅杆
master	n. 艺术家;主人\nv. 精通;统治
masterful	adj. 熟练的
masterly	adj. 熟练的\nadv. 熟练地
mastery	n. 权力;熟练
masticate	v. 咀嚼;成浆状
masturbate	v. 行手淫
mat	n. 衬垫;地席\nv. 使缠结
match	n. 火柴;火绳\nv. 结婚;相称
matchless	adj. 无敌的
matchmaker	n. 媒人
matchwood	n. 碎片
mate	n. 偶;配偶\nv. 使交配;交配
material	adj. 身体上的;物质的\nn. 布;材料
maternal	adj. 母亲的;母系的
maternity	n. 产科医院;怀孕
math	n. 割;马思
maths	n. 数学
matriarch	n. 女家长
matricide	n. 杀母;杀母者
matrimony	n. 婚礼;觅对
matrix	n. 基质;母体
matron	n. 胖妇;妻子
matted	adj. 铺席的
matter	n. 实体;事情\nv. 化脓;要紧
mattock	n. 鹤嘴锄
mattress	n. 柴排;气垫
maturate	v. 到期;化脓
mature	adj. 慎重的;熟的\nv. 使成熟;到期
maturity	n. 成熟;到期
maul	n. 吵架;狼牙棍\nv. 殴打;抨击
mausoleum	n. 陵墓
mauve	adj. 淡紫色的\nn. 淡紫色;木槿紫
maw	n. 胃;咽喉
mawkish	adj. 多愁善感的
maxim	n. 普遍真理;谚语
maximize	v. 极为重视
maximum	adj. 极大的;最高的\nn. 顶峰时期;最大限度
may	aux. 会;可能\nn. 五月
maybe	adv. 或许\nn. 可能性
mayor	n. 市长
mayoralty	n. 市长职位
mayoress	n. 女市长;市长夫人
maze	n. 错综;混乱;迷宫\nv. 使困惑;使迷乱
me	pron. 我
mead	n. 草地;汽水
meadow	n. 草地;高处草地
meagre	adj. 不丰富的;瘦的
meal	n. 挤奶;进餐
mealy	adj. 粗粉的;粗粉状的
mean	adj. 卑鄙的;低劣的\nn. 平均;中间\nv. 意味着;意指
meander	n. 漫步\nv. 漫步;蜿蜒
meaningful	adj. 有意图的;有意义的
meantime	adv. 在间隔时间里\nn. 间隔时间
meanwhile	n. 同时
measles	n. 风疹;麻疹
measly	adj. 麻疹的;无价值的
measurable	adj. 不久的;可量的
measure	n. 尺寸;量度\nv. 打量;量
meat	n. 肉;食物
mechanic	n. 工匠;机工
mechanical	adj. 机械制的;有机器的
mechanics	n. 结构;力学
mechanism	n. 机构;机械装置
mechanize	v. 使机械化;用机械做
medal	n. 奖牌;圣牌
medallist	n. 奖牌设计者
meddle	v. 干预
media	n. 中脉;浊塞音\nmedium的复数
mediaeval	adj. 中世纪的
mediate	adj. 间接的;居间的\nv. 转交;调解
medical	adj. 内科的;药的
medicament	n. 药物
medicated	adj. 含药物的
medicinal	adj. 药的;有益的\nn. 药物
medicine	n. 药;医学
medieval	adj. 老式的;中世纪的
mediocre	adj. 不够好的;中等的
mediocrity	n. 平庸;庸人
meditate	v. 打算;思考
medium	adj. 中间的\nn. 媒质;手段;巫师
medley	adj. 混合的\nn. 杂录
meek	adj. 和缓的;温顺的
meet	n. 集合;集会\nv. 接;遇见
megaphone	n. 喇叭筒\nv. 用喇叭筒讲话
melancholy	adj. 忧郁的\nn. 忧思;忧郁
mellow	adj. 陈的;熟的\nv. 变熟;陈化
melodious	adj. 旋律的
melodrama	n. 传奇剧;音乐戏剧
melody	n. 旋律;音乐性
melon	n. 瓜;深粉红色
melt	n. 融化;脾\nv. 融化;溶解
member	n. 成员;子句
membership	n. 会员身份;会员数
membrane	n. 薄膜;膜
memento	n. 回忆;纪念物
memo	n. 备忘录
memoir	n. 传;回忆录
memorable	adj. 值得纪念的
memorandum	n. 备忘录
memorial	adj. 记忆的\nn. 记录;纪念物
memorize	v. 记住;默记
memory	n. 回忆;记忆
menace	n. 讨厌的人;威胁\nv. 威胁
menagerie	n. 动物园;野生动物
mend	n. 改进;修理\nv. 改善;纠正
mendacious	adj. 虚假的
menial	adj. 不体面的;仆人的\nn. 下等家仆
menopause	n. 绝经
mental	adj. 精神的;颏的
mentality	n. 心态;智力
mention	n. 传令嘉奖;提及\nv. 传令嘉奖;提到
mentor	n. 门特
menu	n. 菜单;饭菜
mercantile	adj. 商人的
mercenary	adj. 以金钱为目的的\nn. 以金钱为目的的人
merchant	n. 零售商;商人
merciful	adj. 宽大的;受欢迎的
merciless	adj. 冷酷无情的
mercurial	adj. 活泼的;雄辩的\nn. 汞制剂
mercury	n. 汞;汞盐
mercy	n. 慈悲;宽大处理
mere	adj. 纯粹的;只不过的
merely	adv. 纯粹地;仅仅
merge	v. 合并;结合
merger	n. 合并;吸收
meridian	adj. 顶点的;子午线的\nn. 顶点;子午线
meringue	n. 蛋白壳;调合蛋白
merino	adj. 美利奴羊的\nn. 美利奴羊
merit	n. 长处;功德\nv. 应得;值得
mermaid	n. 美人鱼
merry	adj. 欢乐的;轻快的
mesh	n. 网;网孔\nv. 使缠住;相啮合
mesmerism	n. 催眠;催眠力
mesmerize	v. 对...催眠;迷惑
mess	n. 凌乱状态\nv. 把...弄脏;玩弄
message	n. 启示;信息\nv. 通报
messenger	n. 送信人;先驱
messy	adj. 肮脏的;棘手的
metabolism	n. 变态;代谢
metal	n. 金属;金属制品
metallic	adj. 含金属的;金属的
metallurgy	n. 冶金学
meteor	n. 流星;陨星
meteoric	adj. 大气的;流星的
meteorite	n. 流星;陨星
meter	n. 计;邮资机\nv. 用计计量;用表计量
method	n. 方法;条理
methodical	adj. 有条理的
methylate	n. 甲基化产物\nv. 使甲基化
meticulous	adj. 过分注意细节的
metre	n. 节拍;米
metric	adj. 公制的;米的\nn. 度量;诗体
metrical	adj. 度量的;米的
metricize	v. 将...改为公制
metro	n. 大都市;地铁系统
metropolis	n. 大城市;中心
mettle	n. 精神;耐力;勇气
microbe	n. 微生物
microfilm	n. 缩微胶卷
micrometer	n. 测微计
micron	n. 微米
microphone	n. 扩音器
microscope	n. 显微镜
microwave	n. 微波
mid	adj. 央元音的;中部的
midday	n. 正午
midden	n. 粪堆
middle	adj. 中部的;中等的\nn. 中部;中等货
middleman	n. 经纪人
midge	n. 矮人;蠓
midget	adj. 极小的\nn. 矮人;极小者
midmost	adj. 正中的;最里面的\nadv. 在正中
midnight	n. 半夜十二点钟;漆黑
midst	n. 中部\nprep. 在...之中
midsummer	n. 夏至;仲夏
midway	adj. 中途的\nadv. 中途\nn. 娱乐场;中途
midwinter	n. 冬至;仲冬
mien	n. 风度;面
might	n. 大量;力量\nmay的过去式
mighty	adj. 巨大的;强大的\nadv. 很
migraine	n. 偏头痛
migrant	adj. 迁移的\nn. 候鸟;移居者
migrate	v. 迁徙;移居
migration	n. 迁移;移动
migratory	adj. 流浪的;迁移的
mike	n. 休息;微克
milch	adj. 产奶的
mild	adj. 味淡的;温和的\nn. 淡味啤酒
mile	n. 英里
mileage	n. 英里数
milestone	n. 里程碑
militant	adj. 好战的;交战中的\nn. 战斗分子
militarism	n. 军国主义;尚武精神
militarize	v. 使军事化
military	adj. 军人的;军事的\nn. 军人;武装部队
militate	v. 服兵役;战斗
militia	n. 国民军;民兵组织
milk	n. 奶;乳剂\nv. 抽取;出奶
milkmaid	n. 挤奶女工
milkman	n. 卖牛奶的人
milky	adj. 乳白色的;乳的
mill	n. 磨;磨坊\nv. 磨;碾碎
millibar	n. 毫巴
milligram	n. 毫克
millilitre	n. 毫升
millimetre	n. 毫米
milliner	n. 女帽设计者;妇女头饰
millinery	n. 女帽
million	n. 百万;许多
millionth	n. 第一百万
millstone	n. 磨难;磨石;重担
mime	n. 小丑;哑剧\nv. 模拟表演;演滑稽剧
mimic	adj. 假的;模仿的\nn. 仿制品\nv. 描;模仿
mimicry	n. 模仿;拟态
min	adj. 小的\nn. 分钟
mince	n. 切碎的食物\nv. 切碎;细分
mind	n. 头脑;智力\nv. 记住;照料
mindful	adj. 记着的
mindless	adj. 不注意的;没头脑的
mine	n. 矿;矿藏\npron. 我的\nv. 采;开矿
minefield	n. 雷区;危险形势
miner	n. 采煤机;矿工
mineral	n. 矿物;无机物
mineralogy	n. 矿物;矿物学
mingle	v. 合成;使混合
mini	n. 迷你裙;微型汽车
miniature	adj. 小规模的;小种的\nn. 彩饰;小画像
minibus	n. 中客车
minimal	adj. 最小的
minimize	v. 达到最低值
minimum	adj. 最低的\nn. 极小;最低极限
minister	n. 部长;公使\nv. 敷;供给
ministry	n. 部;部长
mink	n. 水貂毛皮;鼬
minor	adj. 不严重的;较小的\nn. 未成年人;小企业\nv. 副修
minority	n. 少数;少数党
mint	adj. 簇新的;铸币厂的\nn. 制造所;尝试\nv. 制造;铸造
minuet	n. 米奴哀舞小步舞
minus	n. 不足;负量\nprep. 减;没有
minute	adj. 快熟的;微小的\nn. 分
miracle	n. 奇迹;奇事
miraculous	adj. 奇迹般的;神奇的
mirage	n. 海市蜃楼;幻想
mire	n. 困境;烂泥\nv. 陷入泥坑
mirror	n. 镜;镜子\nv. 反射;反映
mirth	n. 欢乐;欢笑
misapply	v. 挪用;用错
misbehave	v. 表现卑怯;举止失礼
miscarry	v. 流产;失败
miscellany	n. 各家诗文;混合物
mischance	n. 厄运
mischief	n. 恶作剧;顽皮
misconduct	n. 不端行为;不法行为\nv. 使行为不端
miscreant	adj. 信异教的\nn. 恶棍;异教徒
misdate	v. 写错的日期
misdeal	n. 发错牌\nv. 发错;发错牌
misdeed	n. 不端行为
misdirect	v. 作错误指示
miser	n. 吝啬鬼;守财奴
miserable	adj. 贫困的;痛苦的\nn. 遭受苦难的人
misery	n. 疼痛;痛苦
misfire	n. 不发火\nv. 不发火
misfortune	n. 不幸;不幸事故
misguide	v. 错误地引导
mishap	n. 不幸;不幸事故
misinform	v. 向...提供错误消息
misjudge	v. 判断错误
mislay	v. 抛弃;丢失
mislead	v. 把...引入歧途
misnomer	n. 写错姓名
misplace	v. 把...放在一时记不起的地方
misprint	n. 错排\nv. 印错
misquote	v. 错误引证语句
misread	v. 读错;解释错
misreport	n. 错误的报道\nv. 错误地报道
misrule	n. 混乱;治理不当\nv. 对...治理不当
miss	n. 失败;逃脱\nv. 没找到;失败
missile	adj. 导弹的;可投射的\nn. 导弹;投射物
mission	n. 传教团;外交使团
missionary	adj. 传教的;传教士的\nn. 倡导者;志士
missive	n. 公函;信件
misspell	v. 拼写错
misspend	v. 滥用;虚度
misstate	v. 谎报;误述
mist	n. 薄雾;霭\nv. 起薄雾
mistake	n. 错误;误解\nv. 误解;误认
mister	n. 平民;先生
mistress	n. 主妇
mistrust	n. 不信任\nv. 对...不信任;怀疑
misty	adj. 雾的
misuse	n. 错用;恶行\nv. 错用;虐待
mitigate	v. 减轻;使缓和
mitre	n. 主教冠;斜接面\nv. 给加冠;斜接
mitt	n. 连指手套;棒球手套
mitten	n. 连指手套;拳击手套
mix	n. 混合;混合物\nv. 拌成;和入
mixer	n. 调酒师;混合者
mixture	n. 混合;混血儿
moan	n. 不满;凄切声\nv. 悲叹;呻吟
moat	n. 护城河;深沟\nv. 以护城河围绕
mob	n. 暴民;群氓\nv. 成群围住;成群袭击
mobile	adj. 动的;流动的\nn. 活动雕塑;活动物体
mobilize	v. 调动;动员
mobster	n. 犯罪集团成员
mock	adj. 假的;模拟的\nadv. 假装地\nn. 嘲笑;嘲笑对象\nv. 嘲笑;模仿
mockery	n. 嘲笑;嘲笑对象
mode	n. 方法;文体
model	n. 模型;原型\nv. 使仿效;做模型
moderate	adj. 适中的;中等的\nn. 稳健派\nv. 使和缓;主持
moderately	adv. 不过分地
moderation	n. 缓和;适度
modern	adj. 近代的;现代化的\nn. 近代
modernism	n. 现代词语;现代思想
modernize	v. 使现代化;现代化
modest	adj. 端庄的;谦虚的
modesty	n. 谦虚;适中
modicum	n. 少量
modify	v. 缓和;修改
modish	adj. 流行的
modulate	v. 调节;使转调
modulation	n. 调节;语调
module	n. 模数;组件
mohair	n. 马海毛;马海绒
moist	adj. 潮湿的;潮湿
moisten	v. 弄湿;变湿
moisture	n. 潮湿;水分
molar	n. 臼齿
molasses	n. 糖蜜
mole	n. 污迹;痣
molecule	n. 分子;些微
molest	v. 调戏;妨碍
mollify	v. 缓和;使变软
mollusc	n. 软体动物
mom	n. 妈妈
moment	n. 片刻;时机
momentary	adj. 片刻的
momentous	adj. 重大的;重要的
momentum	n. 冲力;动力
mommy	n. 妈妈
monarch	n. 君主;王
monarchy	n. 个人统治;君主国
monastery	n. 隐修院
monastic	adj. 修士的;隐修院的\nn. 修士
monetary	adj. 货币的;用货币的
money	n. 财产;货币
mongrel	adj. 混杂的;杂种的\nn. 杂种;杂种狗
monitor	n. 班长;告诫者\nv. 监测;监控
monk	n. 修道士
monkey	n. 猴\nv. 嘲弄;模仿
monochrome	adj. 单调的;单色的\nn. 单色;单色画
monogamy	n. 一夫一妻制
monogram	n. 交织字母\nv. 把交织字母印于
monograph	n. 专著\nv. 写关于...的专题著作
monolith	n. 独块巨石
monolithic	adj. 单片的;整体式的
monologue	n. 独白;独白体诗
monophonic	adj. 单声道的
monoplane	n. 单翼机
monopolist	n. 垄断者
monopolize	v. 独占;垄断
monopoly	n. 垄断;垄断权
monopsony	n. 买方独家垄断的市场结构
monorail	n. 单轨;单轨铁路
monostelic	adj. 单体中柱的
monotone	adj. 单调的\nn. 单调;单音调
monotonous	adj. 单调的
monovalent	adj. 单价的;一价的
monoxide	n. 一氧化物
monsieur	n. 大亲王;先生
monsoon	n. 季风
monster	adj. 巨大的\nn. 怪兽;怪物
monstrous	adj. 丑恶的;怪异的
montage	n. 混合画;蒙太奇\nv. 用蒙太奇手法处理
month	n. 月
monthly	adj. 每月的;月经的\nadv. 每月\nn. 月经;月刊
monument	n. 纪念碑;纪念文
monumental	adj. 非常的;纪念碑的
mood	n. 心境;式
moody	adj. 郁郁寡欢的
moon	n. 月光;月球\nv. 虚度;懒散度日
moonlight	n. 夜间潜逃;月光\nv. 夜间活动;夜间潜逃
moonlit	adj. 月光照耀下的
moonscape	n. 月面风景
moonshot	n. 月球飞船
moonstone	n. 月长石
moor	n. 沼泽;停泊\nv. 固定;停泊
moose	n. 麋
moot	adj. 非实际的\nn. 民会\nv. 实习审判;讨论
mop	n. 拭子;拖把\nv. 使用拖把;作怪相
mope	n. 闷闷不乐;忧郁的人\nv. 使忧郁;忧郁
moppet	n. 宝贝;小孩
moral	adj. 道德的;有道德的\nn. 典型
morale	n. 道德;士气
moralist	n. 道德家;德育家
moralistic	adj. 道德家的;说教的
morality	n. 道德;德行
moralize	v. 使有德行;论道德
morass	n. 困境;沼泽
moratorium	n. 延期偿付;暂停
morbid	adj. 病的;病态的
mordant	adj. 腐蚀的;尖锐的\nn. 腐蚀剂;媒染剂\nv. 媒染
mordent	n. 波音
more	adj. 更大的;另外的\nadv. 更;再
moreover	adv. 而且
mores	n. 风俗;民德
moribund	adj. 不进展的;垂死的
morning	n. 初期;破晓
morose	adj. 阴郁的
morphine	n. 吗啡
morrow	n. 晨间;翌日
morsel	n. 小吃;小片\nv. 把...分成小片
mortal	adj. 人的;死的\nadv. 极\nn. 人;生物
mortality	n. 必死性;死亡数
mortar	n. 臼;砂浆\nv. 用砂浆砌合
mortgage	n. 抵押;抵押借款\nv. 抵押;以...作担保
mortgagee	n. 受押人
mortgager	n. 抵押人
mortician	n. 承办丧葬者
mortify	v. 抑制;禁欲;使受辱
mortise	n. 长眼;榫眼\nv. 用榫接合
mortuary	adj. 悲哀的;丧葬的\nn. 太平间;遗产布施
mosaic	adj. 马赛克的;镶嵌性的\nn. 马赛克;镶嵌\nv. 以马赛克装饰
mosey	v. 信步;溜达
moslem	adj. 穆斯林的\nn. 穆斯林
mosque	n. 清真寺
mosquito	n. 蚊
moss	n. 苔藓丛;藓沼\nv. 在...上长满苔藓
most	adv. 极其;最
mostly	adv. 一般地;主要地
mot	n. 号角声;警句
mote	n. 尘埃;疵点
motel	n. 汽车旅馆
moth	n. 蛾;蛾害
mothball	n. 封存;卫生球
mother	n. 继母;母\nv. 生;产生醋母
motherhood	n. 母亲们;母性
motherly	adj. 母亲的;母亲似的\nadv. 作为母亲
motion	n. 动;提议\nv. 摆动;做手势
motionless	adj. 不动的
motivate	v. 使有动机
motley	adj. 混杂的;杂色的\nn. 丑角;杂色呢
motor	n. 发动机;内燃机\nv. 发动;驾驶汽车
motorbike	n. 摩托车
motorboat	n. 摩托艇
motorcade	n. 一长列汽车
motorcar	n. 电动车;汽车
motorcycle	n. 摩托车\nv. 骑摩托车
motorist	n. 开汽车的人
motorize	v. 使摩托化
motorman	n. 电车司机
motormouth	n. 说话快且健谈
motorway	n. 高速公路
motto	n. 甜格言;警句
mould	n. 框架;霉\nv. 塑造;发霉
moulder	n. 电铸板;形成者\nv. 衰退;碎裂
mouldy	adj. 陈腐的;发霉的
moult	n. 蜕遗;脱毛\nv. 去除;脱毛
mound	n. 坟堆;高地\nv. 把...拢成堆;成堆
mount	n. 登;山\nv. 登上;登
mountain	n. 山;山脉
mountebank	n. 江湖骗子\nv. 行骗;走江湖
mourn	v. 低声哀鸣;感到悲痛
mourner	n. 哀痛者
mouse	n. 姑娘;鼠
moustache	n. 须状物;髭
mouth	n. 口;人\nv. 说;做鬼脸
mouthful	n. 满口;确切的话
mouthorgan	n. 口琴
mouthpiece	n. 吹口;代言人
mouthwash	n. 废话;漱口剂
movable	adj. 可动的;可移动的\nn. 动产
move	n. 搬家;动\nv. 动;调动
movement	n. 动;动作
movie	n. 电影;电影业
mow	n. 干草堆;鬼脸\nv. 刈;刈草
much	adv. 常常;十分
muck	n. 厩肥;污物\nv. 把...弄脏;施厩肥于
muckrake	n. 粪耙\nv. 搜集并揭发官吏的丑事
mucous	adj. 黏液的
mud	n. 干泥地;泥
muddle	n. 糊涂状态;混乱状态\nv. 把...弄糟;使糊涂
muddy	adj. 多烂泥的;浑浊的\nv. 使灰暗;使浑浊
mudguard	n. 挡泥板;挡泥罩
muff	n. 手筒;套筒\nv. 漏接;漏接球
muffle	n. 围裹物;唇鼻部\nv. 围裹;裹住自己
muffler	n. 手套;围巾
mufti	n. 便服;穆夫提
mug	n. 脸;脸部照片\nv. 给...拍照;攻读
mulberry	adj. 桑科植物的\nn. 桑树;桑椹
mulct	n. 罚金\nv. 处...以罚金;敲...竹杠
mule	n. 笨蛋;骡
mulish	adj. 似骡的
mullion	n. 直棂\nv. 装直棂于
multimedia	adj. 使用多种媒体的
multiple	adj. 多个的;许多的\nn. 倍数;并联
multiply	adv. 多样地\nv. 乘;繁殖
multitude	n. 大众;人群
mum	adj. 无言的\nn. 沉默;妈妈\nv. 化装作乐
mumble	n. 咕哝\nv. 含糊地说;吻
mummify	v. 皱缩
mummy	n. 木乃伊;妈妈
mundane	adj. 尘世的;宇宙的
municipal	adj. 地方性的;内政的
munificent	adj. 丰厚的;慷慨的
munition	n. 必需品;军火\nv. 从事军需品生产
mural	n. 壁画
murder	n. 谋杀;破坏\nv. 扼杀;谋杀
murderer	n. 谋杀犯
murderous	adj. 杀人的
murky	adj. 阴暗的;朦胧的
murmur	n. 细声;小声话语\nv. 小声抱怨;小声说
murrain	n. 家畜瘟疫;瘟疫
muscle	n. 肌肉;瘦肉\nv. 使劲挤出;使劲行进
muscular	adj. 肌的;肌组成的
muse	n. 沉思;惊异\nv. 沉思;感到惊异
museum	n. 博物馆;收藏物
mushroom	n. 蘑菇;蘑菇形物\nv. 采蘑菇
music	n. 音乐;音乐伴奏
musical	adj. 音乐般的;音乐的
musician	n. 乐师;音乐家
musk	n. 麝;麝香
muslin	n. 帆;女子;薄纱织物
must	aux. 必须;务必
mustard	n. 芥菜;芥末
muster	n. 赶拢;集合\nv. 搜集;召集
musty	adj. 迟钝的;霉的
mutable	adj. 不定的;会变的
mute	adj. 缄默的;哑的\nn. 哑巴;鸟粪\nv. 使柔和;消除
mutilate	v. 破坏;使残废
mutineer	n. 反叛者
mutinous	adj. 反叛的;难控制的
mutiny	n. 反叛;骚乱\nv. 反叛
mutter	n. 轻声低语\nv. 小声抱怨
mutton	n. 绵羊;羊肉
mutual	adj. 共同的;亲密的
muzzle	n. 口套;枪口\nv. 使缄默;吸
muzzy	adj. 模糊不清的
my	det. 我的
myopia	n. 近视;目光短浅
myopic	adj. 近视的
myriad	adj. 一万的;无数的\nn. 无数;一万
myself	pron. 我亲自;我自己
mysterious	adj. 神秘的
mystery	n. 奥秘;神秘
mystic	adj. 秘教的;神秘的\nn. 神秘主义者
mystify	v. 把...难住;使神秘化
myth	n. 编造的话;神话
mythology	n. 神话;神话集
nab	n. 抓人者\nv. 攫取;捉住
nadir	n. 天底;最低点
nag	n. 老马;马\nv. 困扰;使烦恼;唠叨
naiad	n. 游泳女;稚虫
nail	n. 钉子;纳尔\nv. 钉;截住
naive	adj. 天真的;幼稚的
naivety	n. 天真
naked	adj. 赤裸裸的;光赤的
name	n. 名字;外号\nv. 把...叫作;给...取名字
nameless	adj. 无名声的
namely	adv. 即
nanny	n. 保姆
nap	n. 小睡;绒毛\nv. 小睡;浇
napalm	n. 纳旁;凝固汽油
nape	n. 项;后颈
naphtha	n. 石脑油;石油
napkin	n. 餐巾;尿布
nappy	n. 酒;尿布
narcissus	n. 水仙;橘黄色
narcotic	adj. 催眠的;麻醉的\nn. 麻醉剂
nark	n. 密探;扫兴的人\nv. 抱怨;告密
narky	adj. 讽刺的;易动怒的
narrate	v. 叙述;作解说
narration	n. 报道;叙述
narrative	adj. 叙事的\nn. 记叙文;叙述
narrator	n. 解说员;叙述者
narrow	adj. 勉强的;狭的\nn. 狭谷;狭窄部分\nv. 变狭;缩小
nasal	adj. 鼻的;尖锐的\nn. 鼻骨;鼻音
nasty	adj. 龌龊的
natal	adj. 出生的;臀的
nation	n. 国家;国民
national	adj. 国家的;国民的\nn. 国民;全国总部
native	adj. 出生的\nn. 当地人;土人
nativity	n. 出生
natty	adj. 漂亮的
natural	adj. 有关自然的\nn. 智力低下的人
naturalist	n. 博物学家
naturalize	v. 吸收;被吸收
nature	n. 大自然;禀性
naught	adj. 不存在的;不重要的\nn. 零;没有什么
naughty	adj. 顽皮的;邪恶的
nausea	n. 恶心;晕船
nauseate	v. 使恶心;感到恶心
